,Unnamed: 0,value,iteration,algorithm,replicate
0,0,75412.71002460123,0,GA,0
1,1,75412.71002460123,1,GA,0
2,2,52099.188244833655,2,GA,0
3,3,19877.241277920548,3,GA,0
4,4,19877.241277920548,4,GA,0
5,5,4231.809863276249,5,GA,0
6,6,4231.809863276249,6,GA,0
7,7,4231.809863276249,7,GA,0
8,8,4231.809863276249,8,GA,0
9,9,4231.809863276249,9,GA,0
10,10,4231.809863276249,10,GA,0
11,11,75412.71002460123,0,GA,1
12,12,47061.39688643556,1,GA,1
13,13,47061.39688643556,2,GA,1
14,14,47061.39688643556,3,GA,1
15,15,47061.39688643556,4,GA,1
16,16,47061.39688643556,5,GA,1
17,17,47061.39688643556,6,GA,1
18,18,43059.29588076727,7,GA,1
19,19,43059.29588076727,8,GA,1
20,20,35588.80485281232,9,GA,1
21,21,35588.80485281232,10,GA,1
22,22,75412.71002460123,0,GA,2
23,23,75412.71002460123,1,GA,2
24,24,57151.11148828518,2,GA,2
25,25,57151.11148828518,3,GA,2
26,26,57151.11148828518,4,GA,2
27,27,57151.11148828518,5,GA,2
28,28,57151.11148828518,6,GA,2
29,29,19497.50762770806,7,GA,2
30,30,19497.50762770806,8,GA,2
31,31,19497.50762770806,9,GA,2
32,32,19497.50762770806,10,GA,2
33,33,75412.71002460123,0,GA,3
34,34,75412.71002460123,1,GA,3
35,35,75412.71002460123,2,GA,3
36,36,75412.71002460123,3,GA,3
37,37,75412.71002460123,4,GA,3
38,38,75412.71002460123,5,GA,3
39,39,75412.71002460123,6,GA,3
40,40,75412.71002460123,7,GA,3
41,41,75412.71002460123,8,GA,3
42,42,75412.71002460123,9,GA,3
43,43,75412.71002460123,10,GA,3
44,44,75412.71002460123,0,GA,4
45,45,75412.71002460123,1,GA,4
46,46,75412.71002460123,2,GA,4
47,47,75412.71002460123,3,GA,4
48,48,75412.71002460123,4,GA,4
49,49,75412.71002460123,5,GA,4
50,50,75412.71002460123,6,GA,4
51,51,34272.020981680165,7,GA,4
52,52,34272.020981680165,8,GA,4
53,53,34272.020981680165,9,GA,4
54,54,34272.020981680165,10,GA,4
55,55,75412.71002460123,0,GA,5
56,56,75412.71002460123,1,GA,5
57,57,74848.50505361255,2,GA,5
58,58,74848.50505361255,3,GA,5
59,59,74848.50505361255,4,GA,5
60,60,74848.50505361255,5,GA,5
61,61,74848.50505361255,6,GA,5
62,62,74848.50505361255,7,GA,5
63,63,74848.50505361255,8,GA,5
64,64,74848.50505361255,9,GA,5
65,65,74848.50505361255,10,GA,5
66,66,75412.71002460123,0,GA,6
67,67,75412.71002460123,1,GA,6
68,68,75412.71002460123,2,GA,6
69,69,75412.71002460123,3,GA,6
70,70,75412.71002460123,4,GA,6
71,71,75412.71002460123,5,GA,6
72,72,75412.71002460123,6,GA,6
73,73,75412.71002460123,7,GA,6
74,74,75412.71002460123,8,GA,6
75,75,75412.71002460123,9,GA,6
76,76,75412.71002460123,10,GA,6
77,77,75412.71002460123,0,GA,7
78,78,75412.71002460123,1,GA,7
79,79,75412.71002460123,2,GA,7
80,80,75412.71002460123,3,GA,7
81,81,69005.13527601553,4,GA,7
82,82,69005.13527601553,5,GA,7
83,83,69005.13527601553,6,GA,7
84,84,69005.13527601553,7,GA,7
85,85,69005.13527601553,8,GA,7
86,86,46834.26474790738,9,GA,7
87,87,46834.26474790738,10,GA,7
88,88,75412.71002460123,0,GA,8
89,89,75412.71002460123,1,GA,8
90,90,75412.71002460123,2,GA,8
91,91,75412.71002460123,3,GA,8
92,92,75412.71002460123,4,GA,8
93,93,75412.71002460123,5,GA,8
94,94,75412.71002460123,6,GA,8
95,95,75412.71002460123,7,GA,8
96,96,75412.71002460123,8,GA,8
97,97,75412.71002460123,9,GA,8
98,98,75412.71002460123,10,GA,8
99,99,75412.71002460123,0,GA,9
100,100,75412.71002460123,1,GA,9
101,101,75412.71002460123,2,GA,9
102,102,75412.71002460123,3,GA,9
103,103,75412.71002460123,4,GA,9
104,104,75412.71002460123,5,GA,9
105,105,75412.71002460123,6,GA,9
106,106,69346.24991253176,7,GA,9
107,107,45231.7668415708,8,GA,9
108,108,45231.7668415708,9,GA,9
109,109,45231.7668415708,10,GA,9
110,110,75412.71002460123,0,DE best1bin,0
111,111,75412.71002460123,1,DE best1bin,0
112,112,7700.844116943963,2,DE best1bin,0
113,113,7700.844116943963,3,DE best1bin,0
114,114,7700.844116943963,4,DE best1bin,0
115,115,7700.844116943963,5,DE best1bin,0
116,116,7700.844116943963,6,DE best1bin,0
117,117,7700.844116943963,7,DE best1bin,0
118,118,7700.844116943963,8,DE best1bin,0
119,119,1162.5421600592424,9,DE best1bin,0
120,120,1162.5421600592424,10,DE best1bin,0
121,121,75412.71002460123,0,DE best1bin,1
122,122,75412.71002460123,1,DE best1bin,1
123,123,37446.75855739105,2,DE best1bin,1
124,124,37446.75855739105,3,DE best1bin,1
125,125,23823.29577546647,4,DE best1bin,1
126,126,23823.29577546647,5,DE best1bin,1
127,127,23823.29577546647,6,DE best1bin,1
128,128,19394.701826756205,7,DE best1bin,1
129,129,4908.808656810107,8,DE best1bin,1
130,130,4908.808656810107,9,DE best1bin,1
131,131,4908.808656810107,10,DE best1bin,1
132,132,75412.71002460123,0,DE best1bin,2
133,133,9081.506347543793,1,DE best1bin,2
134,134,9081.506347543793,2,DE best1bin,2
135,135,9081.506347543793,3,DE best1bin,2
136,136,9081.506347543793,4,DE best1bin,2
137,137,5380.655549111153,5,DE best1bin,2
138,138,5380.655549111153,6,DE best1bin,2
139,139,5380.655549111153,7,DE best1bin,2
140,140,5380.655549111153,8,DE best1bin,2
141,141,5380.655549111153,9,DE best1bin,2
142,142,5380.655549111153,10,DE best1bin,2
143,143,75412.71002460123,0,DE best1bin,3
144,144,26662.711290098745,1,DE best1bin,3
145,145,17801.11912648568,2,DE best1bin,3
146,146,17801.11912648568,3,DE best1bin,3
147,147,17801.11912648568,4,DE best1bin,3
148,148,13741.774605823692,5,DE best1bin,3
149,149,13741.774605823692,6,DE best1bin,3
150,150,12606.055075881586,7,DE best1bin,3
151,151,12240.46307389612,8,DE best1bin,3
152,152,6401.321086193875,9,DE best1bin,3
153,153,6401.321086193875,10,DE best1bin,3
154,154,75412.71002460123,0,DE best1bin,4
155,155,60961.32815087241,1,DE best1bin,4
156,156,60961.32815087241,2,DE best1bin,4
157,157,24400.339558548072,3,DE best1bin,4
158,158,16496.699358141566,4,DE best1bin,4
159,159,16496.699358141566,5,DE best1bin,4
160,160,3080.731032256645,6,DE best1bin,4
161,161,3080.731032256645,7,DE best1bin,4
162,162,3080.731032256645,8,DE best1bin,4
163,163,2948.2146811343764,9,DE best1bin,4
164,164,2948.2146811343764,10,DE best1bin,4
165,165,75412.71002460123,0,DE best1bin,5
166,166,70978.32754257205,1,DE best1bin,5
167,167,27840.5899762434,2,DE best1bin,5
168,168,27840.5899762434,3,DE best1bin,5
169,169,27840.5899762434,4,DE best1bin,5
170,170,25068.20573650034,5,DE best1bin,5
171,171,25068.20573650034,6,DE best1bin,5
172,172,19374.78703597385,7,DE best1bin,5
173,173,6067.328721192544,8,DE best1bin,5
174,174,6067.328721192544,9,DE best1bin,5
175,175,6067.328721192544,10,DE best1bin,5
