,Unnamed: 0,value,iteration,algorithm,replicate
0,0,1789.532922641328,0,GA,0
1,1,1789.532922641328,1,GA,0
2,2,1789.532922641328,2,GA,0
3,3,1513.9687838061122,3,GA,0
4,4,1513.9687838061122,4,GA,0
5,5,1513.9687838061122,5,GA,0
6,6,1363.5029020909808,6,GA,0
7,7,1363.5029020909808,7,GA,0
8,8,1363.5029020909808,8,GA,0
9,9,1363.5029020909808,9,GA,0
10,10,1363.5029020909808,10,GA,0
11,11,1595.4747184226037,0,GA,1
12,12,1595.4747184226037,1,GA,1
13,13,1595.4747184226037,2,GA,1
14,14,1184.1974330486955,3,GA,1
15,15,1184.1974330486955,4,GA,1
16,16,1184.1974330486955,5,GA,1
17,17,1184.1974330486955,6,GA,1
18,18,1184.1974330486955,7,GA,1
19,19,1177.4023050322596,8,GA,1
20,20,1177.4023050322596,9,GA,1
21,21,1177.4023050322596,10,GA,1
22,22,1652.3113967759812,0,GA,2
23,23,1652.3113967759812,1,GA,2
24,24,1547.0190099132717,2,GA,2
25,25,1547.0190099132717,3,GA,2
26,26,1547.0190099132717,4,GA,2
27,27,1478.26532670737,5,GA,2
28,28,1478.26532670737,6,GA,2
29,29,1478.26532670737,7,GA,2
30,30,1478.26532670737,8,GA,2
31,31,1316.5660005410805,9,GA,2
32,32,1316.5660005410805,10,GA,2
33,33,1918.1508734832423,0,GA,3
34,34,1918.1508734832423,1,GA,3
35,35,1918.1508734832423,2,GA,3
36,36,1918.1508734832423,3,GA,3
37,37,1918.1508734832423,4,GA,3
38,38,1901.5174545222992,5,GA,3
39,39,1427.1342462444711,6,GA,3
40,40,1427.1342462444711,7,GA,3
41,41,1427.1342462444711,8,GA,3
42,42,1427.1342462444711,9,GA,3
43,43,1427.1342462444711,10,GA,3
44,44,1799.25330844543,0,GA,4
45,45,1590.6941171462763,1,GA,4
46,46,1590.6941171462763,2,GA,4
47,47,1590.6941171462763,3,GA,4
48,48,1531.1144499718566,4,GA,4
49,49,1213.392089213726,5,GA,4
50,50,1191.3454170771984,6,GA,4
51,51,1102.5050998078486,7,GA,4
52,52,1099.2159027255154,8,GA,4
53,53,1099.2159027255154,9,GA,4
54,54,1099.2159027255154,10,GA,4
55,55,2080.123038433611,0,GA,5
56,56,1962.0302622339575,1,GA,5
57,57,1962.0302622339575,2,GA,5
58,58,1962.0302622339575,3,GA,5
59,59,1623.2642796922771,4,GA,5
60,60,1623.2642796922771,5,GA,5
61,61,1500.9285460798728,6,GA,5
62,62,1500.9285460798728,7,GA,5
63,63,1500.9285460798728,8,GA,5
64,64,1499.5903818490765,9,GA,5
65,65,1499.5903818490765,10,GA,5
66,66,2079.1357063385303,0,GA,6
67,67,1911.0972485206576,1,GA,6
68,68,1911.0972485206576,2,GA,6
69,69,1651.3268477423253,3,GA,6
70,70,1651.3268477423253,4,GA,6
71,71,1651.3268477423253,5,GA,6
72,72,1482.8205105667423,6,GA,6
73,73,1482.8205105667423,7,GA,6
74,74,1425.3418418515714,8,GA,6
75,75,1425.3418418515714,9,GA,6
76,76,1351.1756707512857,10,GA,6
77,77,2192.4593985363085,0,GA,7
78,78,2190.8674357720797,1,GA,7
79,79,2143.540253567212,2,GA,7
80,80,2143.540253567212,3,GA,7
81,81,2002.344373274091,4,GA,7
82,82,2002.344373274091,5,GA,7
83,83,1552.6232124446776,6,GA,7
84,84,1550.6862108360108,7,GA,7
85,85,1479.828763833925,8,GA,7
86,86,1479.828763833925,9,GA,7
87,87,1262.7047521697682,10,GA,7
88,88,1791.7499849338276,0,GA,8
89,89,1791.7499849338276,1,GA,8
90,90,1791.7499849338276,2,GA,8
91,91,1542.1183836534117,3,GA,8
92,92,1542.1183836534117,4,GA,8
93,93,1542.1183836534117,5,GA,8
94,94,1542.1183836534117,6,GA,8
95,95,1542.1183836534117,7,GA,8
96,96,1542.1183836534117,8,GA,8
97,97,1542.1183836534117,9,GA,8
98,98,1542.1183836534117,10,GA,8
99,99,1477.997812057101,0,GA,9
100,100,1477.997812057101,1,GA,9
101,101,1477.997812057101,2,GA,9
102,102,1477.997812057101,3,GA,9
103,103,1477.997812057101,4,GA,9
104,104,1477.997812057101,5,GA,9
105,105,1477.997812057101,6,GA,9
106,106,1477.997812057101,7,GA,9
107,107,1477.997812057101,8,GA,9
108,108,1477.997812057101,9,GA,9
109,109,1307.7647921767684,10,GA,9
110,110,1789.532922641328,0,DE best1bin,0
111,111,1719.5410793643052,1,DE best1bin,0
112,112,1315.6921678582814,2,DE best1bin,0
113,113,1315.6921678582814,3,DE best1bin,0
114,114,1315.6921678582814,4,DE best1bin,0
115,115,1182.5221423471492,5,DE best1bin,0
116,116,1182.5221423471492,6,DE best1bin,0
117,117,885.3324670274696,7,DE best1bin,0
118,118,769.7489249338375,8,DE best1bin,0
119,119,769.7489249338375,9,DE best1bin,0
120,120,721.6170819785207,10,DE best1bin,0
121,121,1595.4747184226037,0,DE best1bin,1
122,122,1595.4747184226037,1,DE best1bin,1
123,123,1595.4747184226037,2,DE best1bin,1
124,124,1416.5203147901975,3,DE best1bin,1
125,125,1320.429390718166,4,DE best1bin,1
126,126,1320.429390718166,5,DE best1bin,1
127,127,1045.4282403061998,6,DE best1bin,1
128,128,1045.4282403061998,7,DE best1bin,1
129,129,1045.4282403061998,8,DE best1bin,1
130,130,1045.4282403061998,9,DE best1bin,1
131,131,798.7453355295645,10,DE best1bin,1
132,132,1652.3113967759812,0,DE best1bin,2
133,133,1652.3113967759812,1,DE best1bin,2
134,134,1627.1436622592998,2,DE best1bin,2
135,135,1546.631353410845,3,DE best1bin,2
136,136,1428.4040770843428,4,DE best1bin,2
137,137,1361.0832542113162,5,DE best1bin,2
138,138,926.7325820277148,6,DE best1bin,2
139,139,926.7325820277148,7,DE best1bin,2
140,140,926.7325820277148,8,DE best1bin,2
141,141,926.7325820277148,9,DE best1bin,2
142,142,926.7325820277148,10,DE best1bin,2
143,143,1918.1508734832423,0,DE best1bin,3
144,144,1772.495727192235,1,DE best1bin,3
145,145,1772.495727192235,2,DE best1bin,3
146,146,1268.0192776362526,3,DE best1bin,3
147,147,1268.0192776362526,4,DE best1bin,3
148,148,1239.1688635425214,5,DE best1bin,3
149,149,1239.1688635425214,6,DE best1bin,3
150,150,993.6528695014338,7,DE best1bin,3
151,151,993.6528695014338,8,DE best1bin,3
152,152,900.823008754199,9,DE best1bin,3
153,153,857.7165315928933,10,DE best1bin,3
